1410,9429
153,666
26536,79421
44326,0
675,0
2101,8674
82,0
636,0
815,0
724,0
874,0
80,230
14,57
1169,0
84922,258885
2944,0
3788,0
1631,0
1012,0
341,2605
3767,0
92,798
7686,0
4228,8461
467,0
747,0
550,2417
2118,0
1816,0
2772,0
25462,0
417,1553
3382,8158
3,87
13069,0
2889,6768
31050,24541
2138,0
28767,0
21957,0
328,2481
42543,0
52,0
121,989
191,965
1074,5429
1771,5041
33,0
1190,3728
810,3741
1111,0
966,0
782,3876
85,0
16638,0
875,5762
1104,6693
4203,18115
6,13
93,480
9173,0
14,141
65,0
1442,0
26585,0
1742,6537
5528,0
11121,0
482,0
154,0
78707,0
9,55
19,182
7154,12858
5671,13543
2845,8335
3,25
375,1708
246,1328
731,0
29,159
92,340
799,4258
19,76
258,1461
834,3293
197,849
138,931
91,451
62,493
48,194
659,0
253,977
26,293
2278,5258
914,2605
999,2735
954,3299
15853,0
49450,0
3421,7296
78,0
524,0
760,2662
345,1259
416,1239
211,752
278,0
380,1576
560,1682
17,188
187,633
414,2012
1954,4084
1730,2428
1102,0
63240,0
924,2203
668,1300
3087,8620
409,0
409,1088
526,1808
3956,5720
1,13
15,54
44,0
4063,0
800,0
649,2448
17,80
33,179
2556,6336
216,882
93,0
638,1972
302,838
1041,0
1771,0
765,0
188,0
295,1446
618,0
1359,0
1492,0
5493,13291
97,269
151,705
2355,5311
163,0
234,830
591,0
718,0
480,0
3546,6180
783,0
1167,0
216,711
2909,6917
116,0
384,777
2158,3469
41,209
2898,0
1806,0
1176,2101
2359,0
2318,3816
240,0
1294,0
264,903
155,1020
107,574
3231,5444
769,2089
242,945
16,0
28,0
255,1030
987,0
35,0
1327,2700
28,214
27,254
748,0
11,0
225,1212
250,1818
55,274
127,701
113,483
2358,2596
3806,5900
173,760
8,223
1762,2717
54,139
221,486
319,1092
56,351
548,1178
100,405
236,818
1034,2063
23,105
21,139
2220,2279
449,1311
2273,4886
80,297
68,306
63,271
16,148
610,808
138,365
413,929
100,292
65,303
374,871
1808,3488
114,486
94,316
669,1633
131,388
154,681
46,0
29,84
663,0
11,80
37,0
271,0
273,970
9,0
323,1224
378,922
12,40
72,0
637,1771
206,0
1783,0
3378,0
4994,0
