13,422
2,109
2,108
1,30
15,114
3,50
2,95
17,186
122,1529
2,23
0,8
4,62
16,221
3,73
1,83
354,1854
32,478
31,289
4,44
14,0
21,0
5,0
17,0
186,0
47,0
3,81
9,113
5,46
1,134
16,259
6,211
68,919
69,1244
0,1
0,17
17,241
2,72
2,119
1,11
0,3
248,527
2,54
57,1042
6,40
1,55
0,8
7,83
0,23
17,160
82,1174
0,1
0,0
1301,0
0,1
88,0
3,0
2,0
1548,0
54,511
98,576
32,225
67,835
12,326
10,187
122,1101
141,874
1,0
38,0
0,4
18,0
26,0
36,782
2,62
0,19
289,4100
8,181
89,1120
0,7
241,1232
0,72
47,471
33,255
0,4
0,2
0,0
0,0
0,1
0,2
8,0
0,3
5,64
14,198
0,6
0,3
54,765
5076,0
10,103
1,71
0,26
294,0
0,22
1,108
0,36
197,2111
9,57
10,0
4,0
531,0
3,58
0,1
6,627
0,3
69,409
115,1000
15,0
21,0
11,299
113,1740
53,547
0,2
0,3
0,5
10,260
0,26
16,547
80,213
49,1458
0,8
1,45
2,127
321,1245
12,152
39,425
14,165
43,535
642,2895
181,730
4783,16263
0,35
82,845
29,0
0,3
0,11
23,352
3,46
61,1098
0,117
1,37
6,249
5,52
18,307
0,45
11,634
88,1155
20,279
0,12
1,35
1,73
41,435
22,152
5,306
63,475
74,1038
182,1075
9,138
26,250
2,214
3,154
2,204
9,351
0,1
0,2
0,4
0,16
3,96
21,133
22,191
2,53
0,89
6,298
3,165
196,922
4,149
0,1
7,181
0,29
8,300
30,630
3,253
0,6
10,0
1,68
4,66
3,62
34,522
11,178
0,12
1,61
0,2
11,0
1,0
4,0
10,0
1,0
1,0
14,0
1,0
5,0
2,52
24,269
0,11
31,1005
15,165
2,6
33,263
0,2
13,131
2,46
60,676
3,137
1,1
2,1
0,2
3,0
0,0
3,129
0,18
1,35
0,35
1,28
0,24
0,14
0,67
9,0
263,1516
68,0
0,1
96,285
1,3
23,153
57,0
34,0
4374,0
10,44
41,316
9,0
2,0
0,6
36,0
356,0
363,2710
4,95
15,203
18,646
123,318
18,382
4,126
50,0
21,203
2,211
8,277
2,0
11,0
3,0
27,301
207,809
76,679
7,113
121373,0
15,0
29,0
86,0
10,296
29,464
36,728
9,251
3,195
19,200
64,390
332,1206
0,4
14,0
20,351
0,0
7,213
11,0
7,151
10,0
16,81
4,40
16,185
0,52
259,1856
12,303
23,626
1,72
18,294
2,140
12,126
291,0
0,49
6,60
0,60
1,62
1,15
0,22
1,0
6,178
21,256
128,854
18,0
12,135
17,387
36,247
2,43
24,0
0,38
14,0
4,0
9,171
1,0
0,23
39,473
2,48
9,0
13,0
28,260
1,0
12,214
91,970
0,2
2,49
6,122
1,39
9,87
40,466
182,0
317,1693
16,0
2,132
39,0
22,0
72,0
8,0
75,1226
37,0
146,0
532,1688
3,0
11,163
50,322
157,1981
129,0
26,206
1,10
4051,0
11,0
0,0
0,0
300,0
100,648
11,251
1,0
0,1
12,0
0,3
1,0
1,0
1,0
8,187
3,0
1,0
8,0
5,0
1,0
2,0
1,0
1,0
2,0
1,0
2,0
2,0
3,0
11,128
2,0
2,0
10,111
0,21
6,0
4,67
1,0
660,0
6,166
3,54
9,0
3,0
2,0
3,0
19,437
1,0
7,97
5,0
1,0
4,0
4,0
1,0
1,0
2,0
4,127
10,0
8,0
10,150
9,0
7,0
2,0
9,0
5,0
0,2
1,0
1,87
1,0
1,30
2,0
2,0
43,586
5,0
3,0
1,0
2,0
12,0
0,1
5,0
7,0
5,0
2,0
2,0
3,0
1,0
1,21
3,0
2,29
9,0
0,9
2,0
1,3
2,0
1,41
5,0
1,0
6,0
3,135
23,399
2,0
2,0
1,0
4,0
2,0
2,0
2,0
1,0
7,0
12,0
1,0
3,0
2,0
2,0
2,0
12,0
1,0
1,0
3,0
3,0
2,0
1,0
7,84
3,0
10,0
2,0
3,0
20,376
95313,0
0,0
4,0
1,3
6,0
0,2
0,7
27,215
0,52
27,173
0,2
0,3
0,2
17,0
0,3
8,0
0,2
2,29
0,1
1,9
8,301
5,0
13,484
244,0
6,102
2,56
792,3266
21,301
26,0
0,0
0,2
0,1
94,262
1,29
15910,0
15,0
94,0
13,136
0,3
69,520
48,0
4,0
8,0
0,8
168,0
26,0
9,133
4,68
3,82
10,119
7,110
8,116
1,65
11,124
11,86
9,43
1,2
4,49
4,64
13,120
7,47
2,68
8,44
0,17
0,7
0,41
1,16
2,13
0,16
0,27
6,82
16,0
2,79
0,50
117,1013
12,0
6,0
32,130
0,15
37,0
2,0
18,187
14,147
296,1360
12,0
410,2932
1370,0
11,179
56,961
49,272
38,0
85,0
2271,0
1269,5044
36,346
72,0
9,0
0,9
63,667
60,420
494,0
7,0
10,0
108,1418
0,0
6,35
2,0
1644,0
4,80
2508,0
197,758
302,1178
4,112
99279,0
2,26
35,400
67,0
16,207
5,100
29,535
0,19
129,651
267,2367
285,854
1058,5950
143,1001
17,285
7,133
127,1153
15,42
5,0
42,0
18,327
9,0
6,0
15,139
15,0
9,0
124,890
5,103
10,0
290,0
20,263
17,0
164,0
84,488
0,3
2,29
420,0
0,5
40180,0
110,0
11,95
89,0
1,31
6,0
254,1189
28,0
84,706
917,0
6,0
8,169
257,2174
22,518
0,5
12,185
