5671,14841
21895,52615
81940,114446
345,0
219,0
70,0
54,0
110,0
120,0
101,0
28906,48596
1610,3738
5538,14232
40106,78126
2310,10566
4055,14619
13270,29337
22321,51274
23940,33809
1217,5437
824,5802
75431,123349
44,0
20278,41951
78,673
44,0
43,0
73,0
65324,117929
31494,48184
137368,201965
11859,0
117600,189201
262,0
111668,172101
54657,83692
300,1318
17516,36905
22767,0
12245,27144
2253,7544
57238,76819
954,3881
45,0
27,0
41,0
3490,23239
687,2523
69022,94571
1854,7221
1715,11111
3663,17912
92,0
70,0
47,0
403,2267
1337,7706
92232,134435
198,1118
187,1246
5761,15877
737,3043
35,0
19634,38960
13418,32127
650,3285
693,2051
85004,101465
298,1644
16927,33102
83,0
31108,48282
47112,65617
328,1571
41035,60749
86,0
14967,24963
8665,14114
32593,42593
78036,105257
35877,47667
419,0
65002,85988
2812,7683
5779,14164
22587,43919
184,0
90,0
133,0
53,0
62,0
41,0
52,0
109,0
9859,23234
87528,131612
354,0
19,0
55,0
43,0
122,0
137,0
67,0
483,0
81,0
11185,19050
1796,6702
78275,131118
1966,0
49,0
70,0
176,0
67,0
47,0
8812,0
108,0
134,0
728,4160
23676,37683
1797,5356
1040,4549
815,4491
5477,19880
202,679
41629,61777
146,0
5248,14230
435,1545
46176,67442
6518,9709
37646,41639
26367,50091
55052,74487
735,0
88,0
643,3317
36194,53053
1231,3543
73760,108589
26295,23928
47897,86182
704,4624
176,0
287,1017
14743,25590
2205,8733
10330,29000
220,1294
8547,25103
3941,6327
2376,8341
1011,5975
113,0
92,0
512,0
120,0
177,0
1019,3838
505,1344
101,0
936,3036
137,0
25651,45379
19017,47446
398,2778
1098,0
1626,3936
391,0
191,0
318,0
160,0
2251,7251
41190,80468
43350,50289
879,3519
364,2361
429,1550
2792,12009
26379,46823
141,705
256,0
26023,0
1555,9285
58982,207797
104014,0
25682,63814
78090,121852
48146,141857
20713,46630
535,0
561,0
1915,0
162,0
1366,5947
161,740
1463,4492
2796,11457
150,0
59056,73433
196,0
961,0
202,0
58,0
128,0
85,0
33,0
54,0
186,0
18,0
314,0
2109,5236
31,0
19,0
14,0
41,0
13,0
12,0
24,0
15,0
18,0
10,0
8,0
66,0
21,0
10,0
12,0
12,0
20,0
7,0
