111,729
5,0
18,0
10,0
2,0
377,1157
321,1154
55,0
25911,119099
89,0
54,0
64,0
172,1028
175,639
58,0
107,0
157,1151
145,734
4891,20356
324,1597
190,1116
913,3474
104,0
391,0
39,0
47,0
60,0
187,0
54,0
28,0
48,0
1031,3715
283,0
115,0
381,0
288,0
127,0
283,0
259,878
3082,15833
480,1782
61,0
102,0
95,0
105,0
69,0
24,0
29,0
94,0
581,1906
1487,8932
65,0
83,0
31,0
36,0
127,0
49,0
60,0
102,0
41,0
35,0
36,0
49,0
44,0
31,0
55,0
34,0
42,0
35,0
30,0
32,0
37,0
26,0
33,0
29,0
29,0
27,0
25,0
35,0
13,0
26,0
14,0
12,0
67,0
179,1089
26,24
45,0
192,0
21,0
20,0
17,0
26,0
16,0
15,0
14,0
16,0
39,0
23,0
36,0
20,0
18,0
12,0
22,0
11,0
15,0
17,0
14,0
22,0
123,0
42,0
33,0
24,0
32,0
21,0
27,0
40,0
1046,3352
512,2171
96,0
85,0
47,0
25,0
21,0
27,0
28,0
20,0
25,0
68,0
36,0
25,0
23,0
21,0
63,0
25,0
11,0
14,0
32,0
39,0
79,0
35,0
17,0
17,0
54,0
19,0
250,0
25,0
38,0
27,0
19,0
321,0
55,0
90,0
3383,6187
33,0
106,0
30,0
25,0
19,0
24,0
18,0
25,0
20,0
15,0
32,0
13,0
20,0
15,0
41,0
31,0
45,0
33,0
27,0
15,0
14,0
12,0
23,0
13,0
17,0
37,0
31,0
20,0
16,0
51,0
21,0
39,0
25,0
931,2703
3116,6652
532,1630
289,1259
404,1130
83,674
139,1344
340,1379
223,1462
427,2998
4369,17352
148,1137
222,1424
281,1584
285,1725
424,2347
98,716
13805,32302
618,0
795,4133
1821,5820
1135,6172
1283,8732
387,1338
139,1093
115,965
146,0
465,0
89,0
184,0
1157,3431
165,886
117,747
212,1271
4151,20498
201,0
184,0
88,0
303,1994
1343,0
41,0
24,0
33,0
43,0
15,0
33,0
21,0
12,0
34,0
45,0
27,0
20,0
36,0
32,0
29,0
13,0
21,0
1343,3712
56,0
82,0
26,0
3014,14441
2678,15625
297,1636
387,0
5299,17661
848,5055
608,4684
449,0
76,0
8148,15119
298,969
24479,52493
360,1774
52106,124025
934,3521
4257,11615
2100,6628
1668,0
452,0
2600,0
2854,16296
702,2210
518,3838
905,3596
95,624
73,505
174,1007
101,683
93,583
130,877
64,450
138,817
222,1377
752,2882
1119,3910
581,3146
93,797
48,0
454,2193
128,951
408,0
45,0
175,0
503,3061
146,954
590,1661
150,994
366,2227
693,3303
2474,13704
1133,4527
174,0
109,0
289,0
562,0
2456,15704
2315,21777
632,2591
307,1287
350,1230
339,1710
631,3278
2529,9807
486,2496
489,1762
2301,0
103,0
62,0
75,0
160,0
79,0
46,0
120,0
79,0
77,0
41,49
28,35
13,34
29,55
174,0
9,31
2301,4607
1687,8455
7613,40106
5276,15733
1099,6045
1519,8275
148,1034
129,0
64,0
835,0
3844,13909
49,0
92,0
46,0
75,0
14,35
96,0
51,0
65,0
364,1833
792,4019
541,0
155,0
330,0
1176,5967
263,0
1192,7899
62552,116448
4732,12593
584,3433
91,0
178,0
625,1934
115,0
464,2278
194,0
930,4319
1985,7449
161,0
90588,248263
112,0
602,2401
196,0
1585,6074
219,0
1743,4349
3231,9249
504,0
284,0
133,0
192,0
4178,9941
728,3458
181,0
94,0
77,0
82,0
146,0
150,0
433,0
50,0
48,0
188,0
300,0
52,0
89,0
50,0
109,0
1616,3951
4376,10095
17495,54297
291,1331
19017,59524
630,2549
98336,235380
60386,82952
157764,276932
32857,61334
14118,48171
879,4516
2822,15682
8775,24645
1014,3384
2672,12828
204,1363
6670,15288
5271,25080
561,0
1043,0
217,1562
12831,37149
271,1993
8108,25798
10926,17584
5320,26902
156,0
427,2825
7852,31000
199,1750
113,949
2422,7952
439,2042
459,2283
140,1084
281,1439
1365,0
152,968
43,0
182,1579
14643,55866
1152,0
5589,0
105,0
439,1836
6454,34175
286,1895
1618,11462
1370,4585
548,1967
3420,14684
317,2566
115,1014
1004,0
169,0
73,0
758,2510
15360,38874
3060,11785
250,1874
609,2699
278,0
181,0
52,0
610,4321
1005,0
173,1449
7841,17618
4355,0
83,491
236,1835
2119,0
1508,7280
1009,4466
919,2312
92,0
206,0
39,0
26,0
50,0
20,0
61,0
22045,59205
17863,43692
1977,7696
658,3331
171,0
193,0
424,2322
1653,8942
2395,15935
37820,63976
26503,0
10191,27167
14613,52222
137,0
17,58
1567,6647
353,3035
125,1835
7343,28168
1538,5213
10164,28556
206,0
69,0
40,0
146,0
39005,78016
30659,57898
85,0
139,0
160,0
87,0
20,38
41,0
252,0
69,0
101,0
118,0
51,0
92,0
45,0
39,0
29,0
36,0
52,0
129,915
27,0
18,0
37,0
33,0
37,0
31,0
39,0
66,0
31,0
52,0
91,0
22,0
32,0
24,0
38,0
21,0
2662,9855
275,0
326,1872
250,1155
641,3454
44,0
50,0
324,681
171,1150
10,33
148,1084
215,1274
86,742
157,1060
1809,3308
2331,6246
4093,11648
12995,24424
223,1102
885,4076
3739,11926
2720,15946
67,0
996,4165
7017,18443
572,2514
266,0
27,63
16,52
9,24
20,52
401,0
124,0
2977,12259
2179,7099
524,1655
69354,87744
980,7425
3473,10813
328,1211
3403,13379
449,0
121,0
93,0
126,0
240,0
473,2007
187,0
179,0
648,4291
1636,9902
85,0
47,0
42801,71517
5480,18488
307,0
146,0
1908,6665
490,3445
4501,13413
2294,11672
48,178
2821,17089
448,3622
1232,6691
155,0
56,0
27,0
47,0
33,0
51,0
69,0
35,0
19,0
27,0
33,0
66,0
29,0
31,0
33,0
42,0
30,0
393,2783
511,2088
440,1548
217,1541
5642,15898
2115,3806
1371,4679
2560,6930
3908,10881
19041,52526
158,0
61,0
324,3011
471,2295
3275,10772
11043,44275
260,0
181,0
188,0
279,0
188,0
112,753
41,0
25,0
77,0
812,1904
255,1021
2974,10858
75,0
87,0
820,4632
2725,7364
26534,54747
1330,6230
1255,4722
210,0
144,0
332,0
38,0
43,0
30,0
7637,13672
382,2839
1734,7353
4740,21739
312,1408
984,6596
1613,10485
11308,44418
862,2894
1107,6731
1192,7539
821,9783
23095,58583
1971,7718
309,979
5331,15761
381,0
778,3430
122,0
71,0
96,0
204,0
468,1978
183,874
3990,6180
800,2960
1105,2260
405,1258
28,0
10774,25803
2956,9355
169,0
38,0
127,0
402,2329
27223,32598
213,0
184,0
257,0
651,1871
497,2096
162,0
180,0
336,0
65611,0
192,807
201,809
1734,5601
223,0
107,0
76,0
48,0
512,0
87,0
56,0
47,0
106,0
454,1257
1825,2901
869,2788
49,0
33,0
33,0
46,0
29,0
34,0
14,0
24,0
107,0
43,0
29,0
36,0
22,0
24,0
26,0
22,0
30,0
20,0
33,0
25,0
25,0
22,0
22,0
21,0
34,0
22,0
30,0
31,0
21,0
39,0
694,1826
84,0
37,0
34,0
90,0
21,0
23,0
42,0
126,498
351,0
4124,14868
32,0
308,1032
277,1339
14,82
201,1099
178,1443
124,753
69,489
74,627
130,0
200,0
622,3012
7072,20888
321,1034
825,3010
169,634
106,0
354,1927
566,1811
749,1916
42,0
51,0
148,1180
94,0
32,0
44,0
696,3791
92,0
362,2127
48,0
32,0
46,0
35,0
54,169
514,3746
339,1343
557,2304
64,0
65,0
66,0
396,0
5220,23630
1440,4441
7567,19491
539,2668
5643,9324
20646,66793
2226,10121
63,0
328,0
1297,0
42,0
228,0
492,3947
41,0
100,0
303,0
73,0
154,0
414,2013
194,926
104,557
96,644
347,1135
224,1034
92,0
214,1072
54,0
11050,16713
160,0
224,0
218,0
257,1532
2754,10199
85,0
243,0
68,0
43,0
46,0
53,0
16,65
1081,3590
2352,14220
205,916
146,0
398,2668
4932,0
1893,10856
378,0
189,0
262,1032
1828,7775
3367,9188
137,0
3214,9023
303,1094
18348,24886
505,1742
564,1656
562,1609
1139,4430
1661,4003
498,1287
1020,0
428,0
249,0
421,0
275,0
142,0
30,0
1301,0
90,0
56,0
94,0
113,0
6402,11330
270,1375
5602,9699
255,994
587,1833
518,0
971,2460
408,0
682,2315
2131,4058
3127,11391
551,3829
4770,20067
313,1318
1310,5336
307,1789
200,836
287,1968
10500,22684
596,2290
301,1344
131,863
328,1617
221,0
290,1631
171,1039
164,887
145,898
1919,3048
5860,18251
871,3404
70,254
426,2402
655,3330
201,845
23376,26848
10330,11731
2321,7382
10918,24955
551,3599
4691,8223
624,4132
34192,62187
9079,15158
34144,47018
17746,23265
289,0
1554,5337
9248,21673
187,0
95,0
2498,6715
3765,23147
38114,64199
502,2058
196,0
120,0
590,0
833,0
975,0
113,639
137,896
56,0
146,0
252,1002
963,3397
9085,13458
8033,11033
518,1918
10239,23510
2850,6823
2890,15465
436,1616
346,1362
389,1797
359,2095
19,114
1935,5010
2726,6603
1452,5081
7798,15274
2317,6384
166,763
20195,23621
552,2921
988,4684
443,2221
1801,6159
368,1358
1566,7073
3117,15547
2809,10783
64,0
690,3756
461,0
263,0
47,0
93,0
216,0
229,1157
303,1985
238,1319
413,2289
234,832
163,0
14824,19746
102,0
183,0
134,833
300,1753
849,4973
2659,9244
402,0
684,2950
302,0
271,0
1073,4741
66657,134710
5414,9502
5762,13222
920,3870
15994,20481
12844,14403
116,751
405,1927
2592,4940
448,1171
