8,29
2,11
4,0
4,0
3,0
10,35
3,0
9,23
6,0
4,0
5,0
7,21
5,22
10,0
6,0
10,0
3,0
7,0
7,0
7,14
11,28
7,29
16,61
3,0
4,21
3,0
6,27
5,0
4,0
5,0
28,0
4,0
9,27
4,0
4,0
0,7
6,0
11,26
11,32
3,0
5,0
3,0
8,24
4,0
13,41
15,57
6,0
13,39
17,59
9,0
5,0
0,5
4,0
12,38
11,28
105,229
9,44
5,0
13,29
12,0
11,0
5,0
4,0
9,21
1,6
5,0
7,0
11,24
8,0
7,31
5,0
5,26
6,13
4,0
11,59
4,0
12,32
5,0
3,23
10,22
7,0
9,26
9,33
12,28
5,0
10,50
4,0
12,29
10,29
7,22
6,0
6,0
5,0
7,0
18,61
10,17
0,3
103,234
0,13
4,0
0,7
2,6
12,28
0,5
4,11
6,19
5,0
6,0
3,0
4,0
4,0
7,0
7,21
11,40
3,0
3,0
4,0
1,10
3,0
14,28
15,32
5,0
13,43
4,0
12,49
8,23
6199,0
9,27
3,0
19,54
8,24
8,18
43,0
17,52
7,24
7,19
12,24
5,0
17,56
9,0
8,0
5,0
5,22
7,31
11,37
7,0
9,0
11,35
56,110
42,72
3,0
12,32
69,139
7,0
7,0
13,37
11,0
6,0
27,118
3,0
6,0
7,0
9,28
18,45
13,39
11,0
2,25
4,0
17,43
16,40
8,22
4,0
5,0
15,31
14,0
8,0
4,0
7,11
2,0
8,29
13,44
9,22
11,40
5,0
16,65
10,32
10,43
7,34
5,0
13,44
12,0
4,0
6,0
7,29
9,24
14,28
5,0
7,26
7,20
19,0
7,0
8,0
7,27
10,34
14,34
4,0
14,34
10,33
7,28
8,24
9,30
7,25
7,27
15,45
19,49
7,0
10,0
16,33
18,59
16,41
8,27
11,28
14,18
11,32
9,22
26,137
11,0
4,0
15,35
8,25
12,29
11,22
12,29
16,36
5,0
5,0
17,52
28,100
38,93
11042,0
3,0
5,0
4,0
18,39
13,29
7,0
7,0
6,0
13,29
16,43
9,26
14,32
14,23
11,27
14,39
6,0
8,0
7,0
3,0
16,40
19,37
12,0
5,0
6,7
43,176
5,0
59,84
2,5
12,42
70,0
7,0
4,0
4,0
13,42
54,130
5,0
2,0
9,42
3,0
3,0
3,0
3,0
3,0
2,0
3,0
5,0
2,0
3,0
14,59
3,0
